"PC1","PC2","PC3","PC4","quality","type"
50.2483347920468,-36.9771105332496,45.4084018647822,123.834016222462,6,0
7.21718512973354,53.9321103137376,31.3691621826076,15.1416426975207,6,0
27.2216049913213,-46.7880678039042,42.5514194729951,-6.04985733827013,6,0
48.3511533785997,-35.8775890890711,-61.6662661104999,-21.208761578604,6,0
-50.7934061950494,-42.4308662005848,98.3450768627477,65.0359969492154,6,0
-32.0680871367669,-54.1068040431993,-21.814917496423,-6.3715739876824,6,0
41.2326398931554,-37.2205997460783,-15.0447311677815,50.2441754482522,6,0
-66.5870560437249,-29.4321755335928,-20.90295525471,93.0664253193828,6,0
-57.0229454464693,-7.15276071977641,-15.7111054621232,32.0414420001184,6,0
13.3787507285682,-87.04402674177,-3.64572193392422,-4.99658278150808,6,0
15.9214903430586,6.31050248667692,-30.4326731240449,23.4474457025117,5,0
35.5226884845001,-28.637913379804,20.8944864209433,75.5512506369942,5,0
0.454430619788187,26.5893679917445,15.3121000423804,8.92454111650299,5,0
40.3546852473998,-67.2568381327645,62.7250256350817,-8.08984730907858,7,0
43.4516187046113,-35.9751267692438,-50.2219235783029,-17.7244345870163,5,0
-27.6646926973804,-24.5243892184345,57.0667253655357,43.1544217259769,7,0
-33.7958385520538,-52.7757372087406,-21.7859429452997,-9.30604038366724,6,0
26.2262577231392,-16.4214228337157,-11.7454789099307,33.4714615351126,8,0
-65.0554780679415,-23.4985629070149,-19.932661366793,71.0265341331688,6,0
-55.1439552579376,-1.27340876615924,-11.8159582024364,34.0286293074001,5,0
10.1598377301858,-55.8296938086036,7.29957622490039,-1.95651821434967,8,0
28.1043779286053,10.7739506575704,-50.7336520955578,38.8152966624441,7,0
35.3283364762715,-36.4106202048201,34.4424062915182,90.3518672178872,8,0
7.86923078857224,67.0884774740029,38.2254522702814,16.8623151867852,5,0
31.9920944465689,-56.6057808741577,63.1525596421977,-16.1231382989956,6,0
66.9929417050287,-43.8190660410448,-80.7153112926109,-30.4256250651985,6,0
-36.4140922340798,-31.513755110697,77.1566095372917,53.2650470176392,6,0
-46.1588754176418,-70.3845263960891,-29.2212741058934,-13.5361757777319,6,0
39.4948303688475,-36.7997472101682,-7.88793284906405,42.4196295176198,6,0
-34.7715810663741,-23.6118465652654,-10.5142703052092,63.5430633778431,7,0
-60.2424774159106,-10.0710505878213,-17.9066229333058,34.8611714315712,6,0
4.82317616183819,-31.9058468263324,1.46642721033653,4.17540620855022,6,0
32.1978754875288,9.69411110792641,-53.2897209534217,35.0054715113817,6,0
32.9636151477112,-35.117955750255,35.0253231421195,87.4340612811918,6,0
12.0538802727581,68.7209605335373,48.2305460563889,16.88004924774,5,0
27.6608181611935,-52.1546872210561,54.8179378852917,-11.0347036397393,5,0
44.5231990658972,-29.120650954353,-49.0483752341551,-21.8918613631936,5,0
-36.3384723108144,-30.1896237824008,71.6652321660526,52.1700284802706,6,0
-46.2512741258056,-83.1393342155985,-33.2155232417769,-14.739529170075,5,0
43.0482993228129,-40.3433847756299,-23.960286507329,63.8178169024758,5,0
-47.1280054404243,-30.4079772523421,-15.719345566331,96.5072789310688,6,0
-63.9276667327724,12.7786396757193,-5.97518561727789,42.3523910194195,6,0
15.8100886996899,-103.836338079582,-12.5467369527711,-5.76030347745573,6,0
44.5329791175961,17.6819069053331,-77.6824904234688,55.8157593912222,6,0
45.5922315876144,-40.7609288121541,31.9187534390814,108.587770177658,6,0
2.79501960372236,62.1967580465188,36.0369782038761,14.7692388661214,7,0
62.4264500622732,-93.1718498689051,89.0623696884723,-15.8485708545317,4,0
50.9562133346908,-38.2332814633425,-72.2511345699254,-21.2176180732105,5,0
-37.2035229126678,-35.5861013170429,85.2998308933563,54.2560482379058,6,0
-50.5303187238613,-72.0365433808499,-30.6522159399429,-16.450379911375,5,0
54.3361838754249,-47.5467249209831,-15.0493171801183,58.2689386498602,6,0
-38.3646701816092,-23.7859586076281,-12.1723713476708,68.5476317749232,7,0
-31.4447628730772,0.621553107064096,-8.80678451801939,22.0324014477431,7,0
14.5140562712934,-78.1493917185721,4.93346487129756,-6.60758459559497,6,0
41.9587752787854,14.3984073866867,-69.8902457624035,46.3782087211045,6,0
57.4875628458468,-47.7405360184378,32.2200612749043,131.538950647589,6,0
10.6555716293932,80.4621771874117,52.8322957295489,18.0074147836754,6,0
47.9740462434741,-70.0924440373544,61.1172880296775,-11.4716336555146,6,0
17.590976607538,-20.7432615939967,-27.7361724767072,-7.08596069712152,6,0
-35.4232596385966,-26.1034626562388,55.5437600189421,45.9309641315677,6,0
-41.4619923802596,-61.6885784217174,-25.8479752378611,-12.7429605205221,6,0
46.5880082930633,-38.2978436250201,-25.2934206331996,63.0786100926572,6,0
-56.8059956138282,-21.7188435977644,-17.5880782250405,63.8950948883577,5,0
-29.0933969503564,0.972456643986622,-7.99663421153691,21.6092271071274,6,0
13.5174481526852,-83.6933650670514,-1.51707714220989,-5.74897928480708,6,0
36.0279911576825,13.1941532457396,-62.0866391953563,43.2608623696895,5,0
39.0388295879329,-32.4782786360808,27.4361767540908,89.0990485618582,7,0
-11.6290318620432,51.5322309568779,30.892862542466,8.33739778439859,5,0
25.0962245215869,-45.5964013477837,42.7522187224996,-5.16513076678929,8,0
28.3666983981041,-24.5668324391539,-32.3219273477351,-12.860483624046,5,0
-60.2691923939782,-52.8286669631657,133.008223226346,80.0028568191926,6,0
-80.4585955387012,-111.895577777672,-48.3831530948422,-32.9889863227956,5,0
61.3867380901188,-57.5882719774886,-16.3180583961687,65.7643970822793,5,0
-25.1795233301109,-14.7587736147601,-8.24197702268242,30.732550262217,6,0
-37.2880832520639,3.07588132725016,-8.33372462675178,26.1820146017829,8,0
12.5102192170341,-68.943818954028,-7.29488578552583,0.627101497797871,5,0
28.5246526431852,7.05071861424152,-47.756081048786,28.8257341953499,7,0
23.3904963952167,-23.0891810360584,18.2609819385429,51.2561426606589,7,0
2.24109050044332,33.9873261594743,24.4815587606426,8.43573674445064,5,0
26.8188032313606,-46.1880373918505,45.9381178382995,-9.72875175660499,5,0
27.9384039005297,-25.6450634040426,-41.8920712618775,-12.4126718452276,6,0
-52.4105314420893,-41.6966972589369,85.10650257958,58.9822561354789,6,0
-54.2823144956497,-85.827690279665,-35.6177688433094,-19.5656189022834,5,0
63.4587553701082,-58.0559305881525,-22.0720455620732,73.2962246521316,6,0
-53.163548025353,-29.2456799535693,-17.3738444556116,91.6725619184702,5,0
-62.3293404731503,2.93501958998065,-9.73458098232468,39.8924161993831,6,0
23.1955912687658,-109.916229982178,-2.52559559470717,-8.64203274586141,6,0
72.6164373196611,19.02700216172,-110.619774913843,76.5102085176996,6,0
43.4765340775425,-40.0807877625187,47.2916107149758,115.535041090832,5,0
-0.585421021839918,47.2041248501652,34.448139898415,8.84334801033491,6,0
50.9350374872048,-74.6930731555727,66.1245479210084,-10.8513202649181,6,0
62.734760237822,-42.7916037956243,-81.8179356778595,-26.9283011830946,5,0
-40.3497309876032,-30.5309178469151,68.6988968196848,54.022054007317,7,0
-45.0141339129218,-76.2646310294004,-30.9489959832559,-14.308552607701,7,0
51.2377912773801,-36.5881459760266,-23.8165131116689,60.5342561874733,7,0
-87.6105116183761,-37.2081581095281,-28.0934860024063,127.16620600544,6,0
-70.995527393534,-12.770812831578,-18.0476157162013,38.8369552737535,6,0
8.06002526799684,-54.3782693657078,-0.323899363902915,0.98641271880261,7,0
21.0422184626985,10.0997311699771,-35.9763432362259,39.5947934803841,4,0
50.5936654009908,-34.3884343020066,31.9525665210188,114.55550418005,6,0
3.91892786472805,65.2362768810322,45.5002082475731,12.7295023685768,5,0
54.0657013461136,-79.4666123832854,68.8355954259669,-9.55191968564529,5,0
36.447160252481,-33.8834113519901,-53.5735384350747,-12.4654858521,5,0
